Job Title,Company,Category,Resume,Timestamp,Status
Senior Technical Product Manager (Platform & Core Engineer),DataWalk,N/A,N/A,2026-08-27 10:24:01,Skipped (Non-Europe location)
Platform Engineer (Windows),Us3 Consulting,N/A,N/A,2026-08-27 10:24:03,Skipped (Non-Europe location)
AI Infrastructure & Platform Operations Engineer (remote in the EU),Mirantis,N/A,N/A,2026-08-27 10:24:05,Skipped (Non-Europe location)
GenAI Platform Engineer,SNI,N/A,N/A,2026-08-27 10:24:07,Skipped (Non-Europe location)
Platform Engineer,Breakthrough Talent,N/A,N/A,2026-08-27 10:24:09,Skipped (Non-Europe location)
ML Platform Engineer,,N/A,N/A,2026-08-27 10:24:11,Skipped (Non-Europe location)
Platform Engineer - Kubernetes,THRYVE,N/A,N/A,2026-08-27 10:24:12,Skipped (Non-Europe location)
ML Platform Engineer,XpertDirect,N/A,N/A,2026-08-27 10:24:14,Skipped (Non-Europe location)
Lead Software Engineer,Understanding Recruitment,N/A,N/A,2026-08-27 10:24:31,Skipped (Non-Europe location)
CDP Data Engineer,Andela,N/A,N/A,2026-08-27 10:24:33,Skipped (Non-Europe location)
Cloud Architect,Coltech,N/A,N/A,2026-08-27 10:26:47,Skipped (Non-Europe location)
Cloud Solution Architect,Penta Consulting,N/A,N/A,2026-08-27 10:27:00,Skipped (Non-Europe location)
Interim Infrastructure Cloud Programme Manager,Next Ventures,N/A,N/A,2026-08-27 10:29:15,Skipped (Non-Europe location)
Application Engineer – Data Center Solutions & Control Systems (EMEA),Electrical Components International,N/A,N/A,2026-08-27 10:29:27,Skipped (Non-Europe location)
Site Reliability Engineer,Remobi,N/A,N/A,2026-08-27 10:30:30,Skipped (Non-Europe location)
Staff Site Reliability Engineer,Doghouse Recruitment,N/A,N/A,2026-08-27 10:30:31,Skipped (Non-Europe location)
Site Reliability Engineer,SixteenFifty,N/A,N/A,2026-08-27 10:30:33,Skipped (Non-Europe location)
Lead Site Reliability Engineer - Imunify Reliability Platform,Jobgether,Cloud / Network,cloud.pdf,2026-08-27 10:30:51,Applied
Staff Site Reliability Engineer,Hydrolix,N/A,N/A,2026-08-27 10:30:54,Skipped (Non-Europe location)
Site Reliability Engineer,Telna,N/A,N/A,2026-08-27 10:30:56,Skipped (Non-Europe location)
Site Reliability Engineer,Remobi,N/A,N/A,2026-08-27 10:30:58,Skipped (Non-Europe location)
Principal Site Reliability Engineer,Hydrolix,N/A,N/A,2026-08-27 10:31:00,Skipped (Non-Europe location)
"Senior Site Reliability Engineer (BI & Data Platforms) (Contract) | GCP, GKE, BigQuery, Terraform, AWS | €275/Day | Remote (EU) | 6-Month Initial Contract, Open Ended Rolling Project",Owen Thomas | B Corp™,N/A,N/A,2026-08-27 10:31:02,Skipped (Non-Europe location)
Senior Site Reliability Engineer,Hamilton Barnes 🌳,N/A,N/A,2026-08-27 10:31:03,Skipped (Non-Europe location)
Cloud Security Engineer,Stott and May,N/A,N/A,2026-08-27 10:31:43,Skipped (Non-Europe location)
Senior Azure Developer,Sourceful Information Technology Services,N/A,N/A,2026-08-27 10:31:45,Skipped (Non-Europe location)
AWS Cloud Engineer,Remobi,N/A,N/A,2026-08-27 10:31:46,Skipped (Non-Europe location)
AI Infrastructure & Platform Operations Engineer (remote in the EU),Mirantis,N/A,N/A,2026-08-27 10:32:26,Skipped (Non-Europe location)
DevOps and Infrastructure Engineer,EMURGO,N/A,N/A,2026-08-27 10:32:27,Skipped (Non-Europe location)
Information Technology Infrastructure Engineer,Clear.,N/A,N/A,2026-08-27 10:32:29,Skipped (Non-Europe location)
Salesforce DevOps Evangelist (UK),Flosum,N/A,N/A,2026-08-27 10:45:38,Skipped (Pre-check)
"DevOps AI Platform Architecture - London, UK",Capgemini,AI / ML,AI.pdf,2026-08-27 10:45:43,Skipped (Seniority)
QA Automation & DevSecOps Engineer,K&K Talents,Cloud / Network,cloud.pdf,2026-08-28 09:04:19,Applied
Senior DevSecOps Engineer,Inara,Cloud / Network,cloud.pdf,2026-08-28 09:04:38,Applied
GCP DevSecOps Engineer,HCLTech,Cloud / Network,cloud.pdf,2026-08-28 09:04:53,Applied
DevSecOps AI Platform Administrator,Persistent Systems,AI / ML,AI.pdf,2026-08-28 09:05:12,Applied
DevSecOps Engineer (Azure),Tempest Vane Partners,Cloud / Network,cloud.pdf,2026-08-28 09:05:33,Applied
Security Engineer - DevSecOps,Security Engineer – DevSecOps | Microsoft Stack | AI Security,Cloud / Network,cloud.pdf,2026-08-28 09:06:14,Applied
Software Engineering Manager,Women in AI,Unclassified,N/A,2026-08-28 09:07:34,Skipped (Unclassified)
MLOps AI Lead & Databricks Platform Specialist,DSR Global,AI / ML,ML.pdf,2026-08-28 09:08:04,Applied
Senior AI Engineer (AI Platform),ASOS.com,AI / ML,AI.pdf,2026-08-28 09:08:53,Applied
DevOps Engineer - MLOps - Data driven AI SaaS,Opus Recruitment Solutions,AI / ML,ML.pdf,2026-08-28 09:09:12,Applied
Senior MLOps Engineer,trg.,Cloud / Network,cloud.pdf,2026-08-28 09:09:36,Applied
ML System Engineer - (Reinforcement Learning),Roc Search,Unclassified,N/A,2026-08-28 09:09:41,Skipped (Unclassified)
Senior Platform Engineer Azure AKS SaaS,Client Server,Cloud / Network,cloud.pdf,2026-08-28 09:11:07,Applied
Arista Fabric (AVD/EVPN) Network Automation Engineer,Vallum Associates,Unclassified,N/A,2026-08-28 09:12:22,Skipped (Unclassified)
Automation Engineer,Clear.,Unclassified,N/A,2026-08-28 09:12:24,Skipped (Unclassified)
GCP Cloud Architect,83zero,Cloud / Network,cloud.pdf,2026-08-28 09:13:45,Applied
Cloud Solution Architect,Penta Consulting,N/A,N/A,2026-08-28 09:13:49,Skipped (Non-Europe location)
Infrastructure Project Manager,Intec Select,N/A,N/A,2026-08-28 09:14:44,Skipped (Pre-check)
Network/Infrastructure Manager - Bristol - New,RedRock Resourcing,Cloud / Network,cloud.pdf,2026-08-28 09:15:14,Applied
IT Infrastructure Project Manager,Intec Select,N/A,N/A,2026-08-28 09:15:17,Skipped (Pre-check)
Infrastructure Manager,TechNET CxO,N/A,N/A,2026-08-28 09:15:18,Skipped (Pre-check)
"Infrastructure, Network and Security Manager",Hays,Cloud / Network,cloud.pdf,2026-08-28 09:15:35,Applied
Infrastructure and Network Manager - Bristol - New,RedRock Resourcing,N/A,N/A,2026-08-28 09:15:38,Skipped (Pre-check)
Infrastructure Test Manager,Christy Media Solutions,Cloud / Network,cloud.pdf,2026-08-28 09:15:57,Applied
Information Technology Infrastructure Manager,Eames Consulting,Cloud / Network,cloud.pdf,2026-08-28 09:16:15,Applied
Information Technology Infrastructure Manager,NearTech Search,Cloud / Network,cloud.pdf,2026-08-28 09:16:39,Applied
Cloud Infrastructure Security Manager - Umbrella - BELFAST,Lorien,Cloud / Network,cloud.pdf,2026-08-28 09:16:54,Applied
Site Reliability Engineer,Joybuy,Cloud / Network,cloud.pdf,2026-08-28 09:20:16,Applied
Linux Site Reliability Engineer,NineTech,Cloud / Network,cloud.pdf,2026-08-28 09:20:32,Applied
DevOps / SRE Engineer (Azure) x 2 - Up to £60k - New Roles,RedRock Resourcing,Cloud / Network,cloud.pdf,2026-08-28 09:20:52,Applied
Site Reliability Engineer,Atarus,Cloud / Network,cloud.pdf,2026-08-28 09:21:05,Applied
Security Cloud Engineer,Avance Consulting,Cloud / Network,cloud.pdf,2026-08-28 09:22:24,Applied
DevOps Engineer,APAS.AI,N/A,N/A,2026-08-28 09:24:08,Skipped (Non-Europe location)
"Founding Engineer, DevOps (Senior)",Cenna,N/A,N/A,2026-08-28 09:24:09,Skipped (Non-Europe location)
DevOps & SRE Architect,Tata Consultancy Services,N/A,N/A,2026-08-28 09:24:11,Skipped (Non-Europe location)
AI DevOps Engineer — Mid/Senior Level,Stackular,N/A,N/A,2026-08-28 09:24:12,Skipped (Non-Europe location)
Enterprise Architect,iVedha Inc.,N/A,N/A,2026-08-28 09:24:14,Skipped (Non-Europe location)
Release Engineer,"VMC Soft Technologies, Inc",N/A,N/A,2026-08-28 09:24:15,Skipped (Non-Europe location)
DevOps Specialist,Terralogic,N/A,N/A,2026-08-28 09:24:16,Skipped (Non-Europe location)
DevOps Engineer,Dexian India,N/A,N/A,2026-08-28 09:24:18,Skipped (Non-Europe location)
DevSecOps Engineer,GigsRemote,N/A,N/A,2026-08-28 09:24:56,Skipped (Non-Europe location)
Forward Deployed Engineer **RELOCATION TO DUBAI**,Nameless Ventures,N/A,N/A,2026-08-28 09:24:57,Skipped (Non-Europe location)
Forward Deployed Engineer **RELOCATION TO DUBAI**,Nameless Ventures,N/A,N/A,2026-08-28 09:25:36,Skipped (Non-Europe location)
AI Platform Engineer with Kubernetes,Proxify,N/A,N/A,2026-08-28 09:25:37,Skipped (Non-Europe location)
Team Lead (Python),RedCore,N/A,N/A,2026-08-28 09:25:38,Skipped (Non-Europe location)
Solutions Architecture Senior Manager,Jobgether,Unclassified,N/A,2026-08-28 09:25:40,Skipped (Unclassified)
Senior MLOps Infrastructure Engineer,XpertDirect,N/A,N/A,2026-08-28 09:25:42,Skipped (Non-Europe location)
AI Governance & Lead Squad Leader,Alium,N/A,N/A,2026-08-28 09:25:43,Skipped (Pre-check)
Senior Manager - AI and Machine Learning,Harnham,AI / ML,ML.pdf,2026-08-28 09:25:53,Applied
Platform Engineer,Explore Group,N/A,N/A,2026-08-28 09:26:53,Skipped (Non-Europe location)
Senior Technical Product Manager (Platform & Core Engineer),DataWalk,N/A,N/A,2026-08-28 09:26:59,Skipped (Non-Europe location)
Staff Platform Engineer,Jobgether,Cloud / Network,cloud.pdf,2026-08-28 09:27:29,Applied
Success Program Cloud Solution Architect,MPower Plus,N/A,N/A,2026-08-28 09:29:40,Skipped (Non-Europe location)
Cloud Architect,Coltech,N/A,N/A,2026-08-28 09:29:46,Skipped (Non-Europe location)
Cloud Solution Architect,Penta Consulting,N/A,N/A,2026-08-28 09:29:52,Skipped (Non-Europe location)
Interim Infrastructure Cloud Programme Manager,Next Ventures,N/A,N/A,2026-08-28 09:31:05,Skipped (Non-Europe location)
Staff Site Reliability Engineer,Doghouse Recruitment,N/A,N/A,2026-08-28 09:32:01,Skipped (Non-Europe location)
Site Reliability Engineer,SixteenFifty,N/A,N/A,2026-08-28 09:32:02,Skipped (Non-Europe location)
Site Reliability Engineer,Sanders & Creemers,Cloud / Network,cloud.pdf,2026-08-28 09:32:19,Applied
SRE,Gazelle Global,Cloud / Network,cloud.pdf,2026-08-28 09:32:33,Applied
Senior Site Reliability Engineer,Jobgether,Cloud / Network,cloud.pdf,2026-08-28 09:32:52,Applied
SQL Developer,InterEx Group,N/A,N/A,2026-08-28 09:34:19,Skipped (Non-Europe location)
"Senior Site Reliability Engineer (BI & Data Platforms) (Contract) | GCP, GKE, BigQuery, Terraform, AWS | €275/Day | Remote (EU) | 6-Month Initial Contract, Open Ended Rolling Project",Owen Thomas | B Corp™,N/A,N/A,2026-08-28 09:34:21,Skipped (Non-Europe location)
Site Reliability Engineer,Telna,N/A,N/A,2026-08-28 09:34:22,Skipped (Non-Europe location)
Senior Site Reliability Engineer,Hamilton Barnes 🌳,N/A,N/A,2026-08-28 09:34:23,Skipped (Non-Europe location)
Platform Engineer,Explore Group,N/A,N/A,2026-08-28 09:35:09,Skipped (Non-Europe location)
Senior Azure Developer,Sourceful Information Technology Services,N/A,N/A,2026-08-28 09:35:11,Skipped (Non-Europe location)
Cloud Security Engineer,Stott and May,N/A,N/A,2026-08-28 09:35:12,Skipped (Non-Europe location)
SRE,Gazelle Global,N/A,N/A,2026-08-28 09:35:13,Skipped (Pre-check)
AWS Cloud Engineer,Jobgether,N/A,N/A,2026-08-28 09:35:14,Skipped (Pre-check)
AI Platform Engineer with Kubernetes,Proxify,N/A,N/A,2026-08-28 09:35:15,Skipped (Non-Europe location)
Cloud Native Engineer,Devoteam,Unclassified,N/A,2026-08-28 09:35:17,Skipped (Unclassified)
AWS Cloud Engineer,Remobi,N/A,N/A,2026-08-28 09:35:19,Skipped (Non-Europe location)
Cloud Video Engineer,Ovyo,N/A,N/A,2026-08-28 09:35:20,Skipped (Non-Europe location)
SQL Developer,InterEx Group,N/A,N/A,2026-08-28 09:36:45,Skipped (Non-Europe location)
DevOps and Infrastructure Engineer,EMURGO,N/A,N/A,2026-08-28 09:37:44,Skipped (Non-Europe location)
"Staff Engineer, Platform & Infrastructure",Jobgether,N/A,N/A,2026-08-28 09:37:50,Skipped (Pre-check)
AI Infrastructure & Platform Operations Engineer (remote in the EU),Mirantis,N/A,N/A,2026-08-28 09:37:56,Skipped (Non-Europe location)
Senior MLOps Infrastructure Engineer,XpertDirect,N/A,N/A,2026-08-28 09:38:02,Skipped (Non-Europe location)
Information Technology Infrastructure Engineer,Clear.,N/A,N/A,2026-08-28 09:38:08,Skipped (Non-Europe location)
DevOps & SRE Architect,Tata Consultancy Services,N/A,N/A,2026-08-28 09:39:09,Skipped (Non-Europe location)
Release Engineer,"VMC Soft Technologies, Inc",N/A,N/A,2026-08-28 09:39:16,Skipped (Non-Europe location)
DevOps Engineer,Dexian India,N/A,N/A,2026-08-28 09:39:22,Skipped (Non-Europe location)
GCP Cloud / DevOps Engineer,Stackzy Technologies Pvt Ltd,N/A,N/A,2026-08-28 09:39:28,Skipped (Non-Europe location)
Senior DevOps Engineer,TechNET IT Recruitment Ltd,N/A,N/A,2026-08-28 09:39:29,Skipped (Non-Europe location)
Azure DevOps Engineer,Luxoft,N/A,N/A,2026-08-28 09:39:31,Skipped (Non-Europe location)
"Sr. DevOps Engineer (AWS ,SRE)",Renesas Electronics,N/A,N/A,2026-08-28 09:39:32,Skipped (Non-Europe location)
Azure Cloud Engineer,GBIT (Global Bridge InfoTech Inc),N/A,N/A,2026-08-28 09:39:34,Skipped (Non-Europe location)
DevSecOps Engineer,GigsRemote,N/A,N/A,2026-08-28 09:40:10,Skipped (Non-Europe location)
DevSecOps Engineer - Azure,Realtime Recruitment,N/A,N/A,2026-08-28 09:40:11,Skipped (Pre-check)
AI Platform Engineer with Kubernetes,Proxify,N/A,N/A,2026-08-28 09:40:18,Skipped (Non-Europe location)
Forward Deployed Engineer **RELOCATION TO DUBAI**,Nameless Ventures,N/A,N/A,2026-08-28 09:40:56,Skipped (Non-Europe location)
AI Platform Engineer with Kubernetes,Proxify,N/A,N/A,2026-08-28 09:40:57,Skipped (Non-Europe location)
Team Lead (Python),RedCore,N/A,N/A,2026-08-28 09:40:58,Skipped (Non-Europe location)
AI Architecture & Engineering Lead,DB Recruitment,AI / ML,AI.pdf,2026-08-28 09:41:00,Skipped (Seniority)
Platform Engineer,Explore Group,N/A,N/A,2026-08-28 09:41:58,Skipped (Non-Europe location)
Senior Technical Product Manager (Platform & Core Engineer),DataWalk,N/A,N/A,2026-08-28 09:42:05,Skipped (Non-Europe location)
Senior Platform Engineer CONTRACT,IT Search,Cloud / Network,cloud.pdf,2026-08-28 09:42:37,Applied
Automation Engineer,PQE Group,Unclassified,N/A,2026-08-28 09:43:37,Skipped (Unclassified)
Security Automation Engineer,InterSystems,Unclassified,N/A,2026-08-28 09:43:43,Skipped (Unclassified)
Automation Engineer,CREGG,Unclassified,N/A,2026-08-28 09:43:49,Skipped (Unclassified)
Automation Engineer,Sigmar Recruitment,Unclassified,N/A,2026-08-28 09:43:56,Skipped (Unclassified)
Automation Engineer,Oxford Global Resources,Unclassified,N/A,2026-08-28 09:44:02,Skipped (Unclassified)
Cloud Solutions Architect (Hybrid),Quik Hire Staffing,N/A,N/A,2026-08-28 09:45:19,Skipped (Non-Europe location)
Solutions Architect,nineDots.io,N/A,N/A,2026-08-28 09:45:25,Skipped (Non-Europe location)
Success Program Cloud Solution Architect,MPower Plus,N/A,N/A,2026-08-28 09:45:31,Skipped (Non-Europe location)
Cloud Architect,Coltech,N/A,N/A,2026-08-28 09:45:37,Skipped (Non-Europe location)
Senior AWS Cloud Architect,Stelfox Tech Recruitment,Cloud / Network,cloud.pdf,2026-08-28 09:45:51,Applied
Cloud Solution Architect,Penta Consulting,N/A,N/A,2026-08-28 09:45:57,Skipped (Non-Europe location)
Solutions Engineer,Risen Energy,N/A,N/A,2026-08-28 09:46:56,Skipped (Non-Europe location)
Interim Infrastructure Cloud Programme Manager,Next Ventures,N/A,N/A,2026-08-28 09:47:02,Skipped (Non-Europe location)
Staff Site Reliability Engineer,Doghouse Recruitment,N/A,N/A,2026-08-28 09:47:52,Skipped (Non-Europe location)
Site Reliability Engineer,SixteenFifty,N/A,N/A,2026-08-28 09:47:53,Skipped (Non-Europe location)
Site Reliability Engineer - Cloud Infrastructure,TikTok,N/A,N/A,2026-08-28 09:47:55,Skipped (Pre-check)
SRE Tech Lead - Cloud Infrastructure,TikTok,N/A,N/A,2026-08-28 09:47:56,Skipped (Pre-check)
Head of SRE & Platform Operations,Prism Digital,Cloud / Network,cloud.pdf,2026-08-28 09:47:57,Skipped (Seniority)
Senior Site Reliability Engineer (R-19383),Dun & Bradstreet,N/A,N/A,2026-08-28 09:48:05,Skipped (Pre-check)
IT Infrastructure Support Site Reliability Engineer II,Astreya,N/A,N/A,2026-08-28 09:48:06,Skipped (Pre-check)
Site Reliability Engineer (Linux & Kubernetes),Principle,N/A,N/A,2026-08-28 09:48:07,Skipped (Pre-check)
Lead Site Reliability Engineer - Imunify Reliability Platform,Jobgether,N/A,N/A,2026-08-28 09:48:08,Skipped (Pre-check)
Senior Site Reliability Engineer,Jobgether,N/A,N/A,2026-08-28 09:48:09,Skipped (Pre-check)
Site Reliability Engineer,Tech Mahindra,N/A,N/A,2026-08-28 09:48:10,Skipped (Pre-check)
"Senior Site Reliability Engineer (BI & Data Platforms) (Contract) | GCP, GKE, BigQuery, Terraform, AWS | €275/Day | Remote (EU) | 6-Month Initial Contract, Open Ended Rolling Project",Owen Thomas | B Corp™,N/A,N/A,2026-08-28 09:48:12,Skipped (Non-Europe location)
Site Reliability Engineer,Telna,N/A,N/A,2026-08-28 09:48:13,Skipped (Non-Europe location)
Senior Site Reliability Engineer,Hamilton Barnes 🌳,N/A,N/A,2026-08-28 09:48:15,Skipped (Non-Europe location)
Platform Engineer,Explore Group,N/A,N/A,2026-08-28 09:48:53,Skipped (Non-Europe location)
Senior Azure Developer,Sourceful Information Technology Services,N/A,N/A,2026-08-28 09:48:54,Skipped (Non-Europe location)
Cloud Security Engineer,Stott and May,N/A,N/A,2026-08-28 09:48:56,Skipped (Non-Europe location)
DevSecOps Engineer - Azure,Realtime Recruitment,N/A,N/A,2026-08-28 09:48:58,Skipped (Pre-check)
Cloud Engineer,Realtime Recruitment,N/A,N/A,2026-08-28 09:48:59,Skipped (Pre-check)
Senior Azure Cloud Engineer,PFH Technology Group,N/A,N/A,2026-08-28 09:49:00,Skipped (Pre-check)
Infrastructure & Cloud Operations Engineer,Berkley Group,N/A,N/A,2026-08-28 09:49:01,Skipped (Pre-check)
Cloud & Data Security Engineer,nineDots.io,Unclassified,N/A,2026-08-28 09:49:02,Skipped (Unclassified)
Infrastructure & Cloud Engineer,Fruition Group Ireland,Cloud / Network,cloud.pdf,2026-08-28 09:50:34,Applied
DevOps and Infrastructure Engineer,EMURGO,N/A,N/A,2026-08-28 09:50:37,Skipped (Non-Europe location)
Infrastructure & Cloud Operations Engineer,Berkley Group,N/A,N/A,2026-08-28 09:50:38,Skipped (Pre-check)
Staff Infrastructure Engineer (Lisbon-Based),1GLOBAL,Cloud / Network,cloud.pdf,2026-08-28 09:51:18,Applied
"Staff Engineer, Platform & Infrastructure",Jobgether,Cloud / Network,cloud.pdf,2026-08-28 09:51:36,Applied
Junior Devops,INCERT GIE,N/A,N/A,2026-08-28 09:52:40,Skipped (Pre-check)
DevSecOps Engineer,GigsRemote,N/A,N/A,2026-08-28 09:53:37,Skipped (Non-Europe location)
Forward Deployed Engineer **RELOCATION TO DUBAI**,Nameless Ventures,N/A,N/A,2026-08-28 09:53:38,Skipped (Non-Europe location)
Team Lead (Python),RedCore,N/A,N/A,2026-08-28 09:54:16,Skipped (Non-Europe location)
IA & Data Engineer,Talan,Unclassified,N/A,2026-08-28 09:54:17,Skipped (Unclassified)
Senior MLOps Infrastructure Engineer,XpertDirect,N/A,N/A,2026-08-28 09:54:57,Skipped (Non-Europe location)
AI/ML Technical Architect Lead,Jobgether,AI / ML,ML.pdf,2026-08-28 09:54:58,Skipped (Seniority)
Technical Lead,develop,N/A,N/A,2026-08-28 09:55:00,Skipped (Non-Europe location)
"Senior Machine Learning Engineer | Python | PyTorch | Machine Learning | Large Language Models | RAG | Remote, UK and EU",Enigma,N/A,N/A,2026-08-28 09:55:01,Skipped (Non-Europe location)
Platform Engineer,Explore Group,N/A,N/A,2026-08-28 09:56:01,Skipped (Non-Europe location)
Senior Technical Product Manager (Platform & Core Engineer),DataWalk,N/A,N/A,2026-08-28 09:56:07,Skipped (Non-Europe location)
AI Platform Engineer with Kubernetes,Proxify,N/A,N/A,2026-08-28 09:56:13,Skipped (Non-Europe location)
AI Infrastructure & Platform Operations Engineer (remote in the EU),Mirantis,N/A,N/A,2026-08-28 09:56:19,Skipped (Non-Europe location)
Platform Engineer - Kubernetes,THRYVE,N/A,N/A,2026-08-28 09:56:20,Skipped (Non-Europe location)
GenAI Platform Engineer,SNI,N/A,N/A,2026-08-28 09:56:22,Skipped (Non-Europe location)
ML Platform Engineer,,N/A,N/A,2026-08-28 09:56:23,Skipped (Non-Europe location)
Platform Engineer (Windows),Us3 Consulting,N/A,N/A,2026-08-28 09:56:39,Skipped (Non-Europe location)
Senior Platform Security Engineer,XpertDirect,N/A,N/A,2026-08-28 09:56:41,Skipped (Non-Europe location)
Success Program Cloud Solution Architect,MPower Plus,N/A,N/A,2026-08-28 09:58:45,Skipped (Non-Europe location)
Cloud Architect,Coltech,N/A,N/A,2026-08-28 09:58:51,Skipped (Non-Europe location)
Cloud Solution Architect,Penta Consulting,N/A,N/A,2026-08-28 09:58:57,Skipped (Non-Europe location)
Interim Infrastructure Cloud Programme Manager,Next Ventures,N/A,N/A,2026-08-28 10:00:10,Skipped (Non-Europe location)
Staff Site Reliability Engineer,Doghouse Recruitment,N/A,N/A,2026-08-28 10:00:48,Skipped (Non-Europe location)
Senior Azure Developer,Sourceful Information Technology Services,N/A,N/A,2026-08-28 10:01:14,Skipped (Non-Europe location)
Cloud Security Engineer,Stott and May,N/A,N/A,2026-08-28 10:01:15,Skipped (Non-Europe location)
Senior Cloud Engineer (Scaleway),ALTEN Polska,N/A,N/A,2026-08-28 10:01:17,Skipped (Non-Europe location)
Cloud Support Engineer,Canonical,N/A,N/A,2026-08-28 10:01:18,Skipped (Non-Europe location)
AI Platform Engineer with Kubernetes,Proxify,N/A,N/A,2026-08-28 10:01:22,Skipped (Non-Europe location)
DevOps and Infrastructure Engineer,EMURGO,N/A,N/A,2026-08-28 10:02:33,Skipped (Non-Europe location)
DevOps Engineer,Dexian India,N/A,N/A,2026-08-28 10:13:38,Skipped (Non-Europe location)
DevOps Engineer,Tata Consultancy Services,N/A,N/A,2026-08-28 10:13:39,Skipped (Non-Europe location)
Senior DevOps Engineer,TechNET IT Recruitment Ltd,N/A,N/A,2026-08-28 10:13:41,Skipped (Non-Europe location)
Azure DevOps Engineer,Luxoft,N/A,N/A,2026-08-28 10:13:42,Skipped (Non-Europe location)
Azure Devops Engineer,TECEZE,N/A,N/A,2026-08-28 10:13:44,Skipped (Non-Europe location)
Azure Cloud Engineer,GBIT (Global Bridge InfoTech Inc),N/A,N/A,2026-08-28 10:13:45,Skipped (Non-Europe location)
Azure Architect,ValueLabs,N/A,N/A,2026-08-28 10:13:46,Skipped (Non-Europe location)
"Sr. DevOps Engineer (AWS ,SRE)",Renesas Electronics,N/A,N/A,2026-08-28 10:13:47,Skipped (Non-Europe location)
DevSecOps AI Platform Administrator,Persistent Systems,N/A,N/A,2026-08-28 10:14:25,Skipped (Pre-check)
GCP DevSecOps Engineer,HCLTech,N/A,N/A,2026-08-28 10:14:26,Skipped (Pre-check)
Senior AI Engineer (AI Platform),ASOS.com,N/A,N/A,2026-08-28 10:15:05,Skipped (Pre-check)
DevOps Engineer - MLOps - Data driven AI SaaS,Opus Recruitment Solutions,N/A,N/A,2026-08-28 10:15:06,Skipped (Pre-check)
Senior MLOps Engineer,trg.,N/A,N/A,2026-08-28 10:15:08,Skipped (Pre-check)
Product Engineer (2A334DA),Referment,Unclassified,N/A,2026-08-28 10:15:18,Skipped (Unclassified)
AI Engineer | Defence AI Start-Up | London,Oho Group,AI / ML,AI.pdf,2026-08-28 10:15:32,Applied
Linux Platform Engineer - Cyber Security,Client Server,Cloud / Network,cloud.pdf,2026-08-28 10:17:02,Applied
Controls and Automation Engineer,Found Food & Drink,Unclassified,N/A,2026-08-28 10:18:12,Skipped (Unclassified)
Automation Engineer,IT WORLD LIMITED,Unclassified,N/A,2026-08-28 10:18:19,Skipped (Unclassified)
Automation Engineer,Ampstek,Unclassified,N/A,2026-08-28 10:18:26,Skipped (Unclassified)
Solutions Architect,CSI GLOBAL LTD,Unclassified,N/A,2026-08-28 10:19:27,Skipped (Unclassified)
Solutions Architect,Tata Consultancy Services,Unclassified,N/A,2026-08-28 10:19:28,Skipped (Unclassified)
Tencent Cloud – AI & LLM Solution Architect (Europe),Tencent Cloud,AI / ML,AI.pdf,2026-08-28 10:19:30,Skipped (Seniority)
Network/Infrastructure Manager - Bristol - New,RedRock Resourcing,N/A,N/A,2026-08-28 10:20:07,Skipped (Pre-check)
Infrastructure Test Manager,Christy Media Solutions,N/A,N/A,2026-08-28 10:20:08,Skipped (Pre-check)
"Cloud Network Engineer - Trading Firm - £130,000-£250,000 - Remote",Hunter Bond,Cloud / Network,cloud.pdf,2026-08-29 10:40:29,Applied
Infrastructure Solutions Architect,Dynamic Search Solutions,Cloud / Network,cloud.pdf,2026-08-29 10:41:35,Skipped (Seniority)
AWS AI Engineer,Avance Consulting,AI / ML,AI.pdf,2026-08-29 10:42:04,Applied
DevOps Engineer - MLOps - Data driven AI SaaS,Opus Recruitment Solutions,N/A,N/A,2026-08-29 10:42:07,Skipped (Pre-check)
Solutions Architecture Senior Manager,Jobgether,Unclassified,N/A,2026-08-29 10:42:08,Skipped (Unclassified)
ML System Engineer - (Reinforcement Learning),Roc Search,Unclassified,N/A,2026-08-29 10:42:10,Skipped (Unclassified)
Network Automation Engineer,Savant Recruitment Experts,Unclassified,N/A,2026-08-29 10:44:18,Skipped (Unclassified)
Automation Engineer,Clear.,Unclassified,N/A,2026-08-29 10:44:42,Skipped (Unclassified)
Principal AWS Cloud Architect,Tenth Revolution Group,Cloud / Network,cloud.pdf,2026-08-29 10:45:41,Skipped (Seniority)
GCP Cloud Architect,83zero,N/A,N/A,2026-08-29 10:45:46,Skipped (Pre-check)
Cloud Architect,Next Ventures,Cloud / Network,cloud.pdf,2026-08-29 10:46:12,Applied
AWS Technical Architect,G.Digital,Unclassified,N/A,2026-08-29 10:46:23,Skipped (Unclassified)
Infrastructure Test Manager,Christy Media Solutions,N/A,N/A,2026-08-29 10:47:37,Skipped (Pre-check)
Lead DevSecOps Engineer,Oho Group,Cloud / Network,cloud.pdf,2026-08-29 10:48:04,Applied
"Cloud Network Engineer - Trading Firm - £130,000-£250,000 - Remote",Hunter Bond,N/A,N/A,2026-08-29 10:48:08,Skipped (Pre-check)
IAM Analyst,Starling,Unclassified,N/A,2026-08-29 10:48:09,Skipped (Unclassified)
Platform Engineer,Ascendion,Cloud / Network,cloud.pdf,2026-08-29 10:48:21,Applied
Network/Infrastructure Manager - Bristol - New,RedRock Resourcing,N/A,N/A,2026-08-29 10:48:25,Skipped (Pre-check)
Senior Infrastructure Engineer,AJ Bell,Cloud / Network,cloud.pdf,2026-08-29 10:49:01,Applied
